State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
New York,"NIKE, Inc. (Niketown Midtown)",New York,357,12/14/2017,03/17/2018,Plant Closing,,,New York City,New York,Retail Store,Economic
New York,Warner Music Inc. (Office),New York,21,12/12/2017,03/16/2018,Plant Unit Closing,,,New York City,New York,Music Industry,Economic
New York,Sanmina Corporation,Owego,161,12/06/2017,03/07/2018,Plant Closing,,,Southern Region,Tioga,"Manufacturer of
 printed circuit boards",Economic
New York,"Pfizer, Inc.",Rouses Point,3,12/05/2017,03/02/2018,Plant Closing,,,North Country Region,Clinton,Pharmaceuticals (production),Economic
New York,"Mashable, Inc.",New York,49,12/05/2017,03/05/2018,Plant Layoff,,,New York City,New York,Digital media website,Sale of Business
New York,"LSC Communications US, LLC",Mineola,31,12/04/2017,04/30/2018,Plant Unit Closing,,,Long Island,Nassau,Create and customize print and digital supply chain solutions,Relocate warehouse operations
New York,"Amesbury Truth, Inc.",Rochester,142,12/01/2017,03/01/2018,Plant Closing,,,Finger Lakes Region,Rochester,"Provider of products in the window and door
 industry.",Conversion of product lines & trans of production
New York,"Innside Ventures, LLC (Food and Beverage Department)",New York,46,12/01/2017,03/06/2018,Plant Unit Closing,,,New York City,New York,Hotel services,Food and Beverage Department will be outsourced
New York,"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC",New York,121,11/30/2017,02/28/2018,Plant Closing,,,New York City,New York,Employee owned hedge fund sponsor,Economic
New York,Eastman Kodak Company (Kodak Office),Rochester,2,11/30/2017,02/27/2018,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Eastman Kodak Company (Kodak Research Labs),Rochester,48,11/30/2017,02/27/2018,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Morgan Stanley & Co LLC,New York,29,11/29/2017,03/01/2018,Plant Layoff,,,New York City,New York,Financial services,Economic
New York,"Middletown Community Health Care, Inc. (Benton Ave)",Middletown,42,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Middletown Community Health Care, Inc. (Grove St)",Middletown,8,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Middletown Community Health Care, Inc. (North St)",Middletown,8,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Middletown Community Health Care, Inc. (Orchard St)",Middletown,14,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Middletown Community Health Care, Inc. (Cameron St)",Pine Bush,10,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Middletown Community Health Care, Inc. (Hammond St)",Port Jervis,30,11/27/2017,02/19/2018,Plant Closing,,,Mid-Hudson Region,Orange,"Non-profit federally qualified community
 health center",Economic
New York,"Baumann Bus Company, Inc. (NYC DOE Office of Pupil Trans.)",Oceanside,98,11/24/2017,11/28/2017,Plant Layoff,,,Long Island,Nassau,transportation services,Termination of bus service contract
New York,"Mettler-Toledo, LLC Hi-Speed Division",Ithaca,69,11/22/2017,03/01/2018,Plant Closing,,,Southern Region,Tompkins,precision instruments and services for many applications,Relocation to Florida
New York,Luxfer Magtech Inc.,Riverhead,60,11/22/2017,02/28/2017,Plant Closing,,,Long Island,Suffolk,"Provides research, development, manufacturing, packaging, and
 marketing",Economic
New York,"Leake & Watts Services, Inc.at Woodfield Cottage Detention Center",Valhalla,34,11/22/2017,12/31/2017,Plant Closing,,,Mid-Hudson Region,Westchester,"Provides caring support and proven paths to positive change, helping the most vulnerable children, adults, and families rise
 above adversity.",Contract cancellation
New York,"Pfizer, Inc.",Rouses Point,5,11/20/2017,02/16/2018,Plant Closing,,,North Country Region,Clinton,Pharmaceuticals (production),Economic
New York,"Baumann Bus Company, Inc. (Hicksville - Rockville Centre School Districts)",Oceanside,134,11/18/2017,11/20/2017,Plant Layoff,,,Long Island,Nassau,transportation services,Loss of contract
New York,"Alstom Signaling, Inc.",West Henrietta,86,11/17/2017,03/31/2018,Plant Layoff,,,Finger Lakes Region,Monroe,Railroad company,relocate manufacturing activities to Missouri
New York,"Terrafina, LLC",Bronx,109,11/10/2017,02/15/2018,Plant Closing,,,New York City,Bronx,Healthy snacks,Economic
New York,Capital One Financial (Originations Operating Unit),Melville,26,11/08/2017,02/05/2018,Plant Unit Closing,,,Long Island,Suffolk,Originations in Mortgages and Home Equity,Economic
New York,"New Media News, LLC",New York,74,11/03/2017,02/02/2018,Plant Closing,,,New York City,New York,an online news service that focused on neighborhood news in New York City,Economic
New York,AVX Corporation (Olean Advanced Products),Olean,1,11/03/2017,02/05/2018,Plant Closing,,,Western Region,Cattaraugus,Manufacturing ceramic capacitors,Economic
New York,"Tops Markets, LLC",Wappingers Falls,83,11/03/2017,02/01/2018,Plant Closing,,,Mid-Hudson Region,Dutchess,Market/grocery store,Economic
New York,Lanco Corporation,Ronkonkoma,130,11/03/2017,12/01/2017,Plant Closing,,,Long Island,Suffolk,"Variety of office stationery, computer items, personal items",Economic
New York,"Shake-N-Go Fashion, Inc. (Quality Control & Warehouse Operations)",Port Washington,97,11/02/2017,03/29/2018,Plant Unit Closing,,,Long Island,Nassau,"Design and manufacture synthetic hair, human/synthetic hair products.","Relocating warehouse to Suwanee, Georgia"
New York,Apogee Retail NY LLC d/b/a Unique,Brooklyn,58,10/31/2017,01/31/2018,Plant Closing,,,New York City,Kings,Thrift Store,Economic
New York,"Rana USA, LLC dba Giovanni Rana Pastificio & Cucina",New York,98,10/27/2017,02/22/2018,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,"API Technologies, Corp.",Fairport,61,10/27/2017,01/24/2018,Plant Closing,,,Finger Lakes Region,Monroe,"Technology provider of RF/microwave, microelectronics, and security
 technologies.",Economic
New York,Restaurant Associates (Barclays Executive Dining Room),New York,29,10/27/2017,12/29/2017,Plant Closing,,,New York City,New York,Food services,Contractual agreement loss
New York,Restaurant Associates (Barclays),New York,8,10/27/2017,12/29/2017,Plant Closing,,,New York City,New York,Food services,Contractual agreement loss
New York,"Pfizer, Inc.",Rouses Point,24,10/26/2017,01/05/2018,Plant Closing,,,North Country Region,Clinton,Pharmaceuticals (production),Economic
New York,"White Fleischner & Fino, LLP (Long Island)",Garden City,7,10/25/2017,01/31/2018,Plant Closing,,,Long Island,Nassau,"Leading insurance
 coverage and defense law firm",Economic
New York,"White Fleischner & Fino, LLP (NYC)",New York,45,10/25/2017,01/31/2018,Plant Closing,,,New York City,New York,Leading insurance coverage and defense law firm,Economic
New York,"White Fleischner & Fino, LLP (White Plains)",White Plains,7,10/25/2017,01/31/2018,Plant Closing,,,Mid-Hudson Region,Westchester,Leading insurance coverage and defense law firm,Economic
New York,AVX Corporation (Olean Advanced Products),Olean,2,10/24/2017,01/28/2018,Plant Closing,,,Western Region,Cattaraugus,Manufacturing ceramic capacitors,Economic
New York,100 Sardines Management LLC d/b/a Lupulo,New York,55,10/20/2017,12/21/2017,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,"Casabella Holdings, LLC",Congers,43,10/20/2017,03/01/2018,Plant Layoff,,,Mid-Hudson Region,Rockland,Design stylish functional home products,Economic
New York,KBFK 52 LLC dba Bar Americain,New York,96,10/18/2017,01/17/2018,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,"Greatbatch, Ltd. (Integer)",Clarence,59,10/16/2017,01/14/2018,Plant Closing,,,Western Region,Erie,Design and development of medical devices,Economic
New York,"General Electric MDS, LLC",Rochester,89,10/16/2017,01/16/2018,Plant Layoff,,,Finger Lakes Region,Monroe,Manufacturing communications devices,Economic
New York,"North Shore - LIJ Health Plan, Inc. (East Hills)",East Hills,107,10/12/2017,01/05/2018,Plant Closing,,,Long Island,Nassau,Provide health services,Termination of contract with Dept of Health
New York,"CareConnect Insurance Company, Inc.",East Hills,28,10/12/2017,12/06/2017,Plant Closing,,,Long Island,Nassau,Provide health insurance,Economic
New York,"Public Service Insurance Company, in Rehabilitation",New York,34,10/12/2017,01/12/2018,Plant Closing,,,New York City,New York,"Provides auto, home, life and health insurance",Economic
New York,Eastman Kodak Company (Kodak Office),Rochester,4,10/12/2017,01/09/2018,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,The New York LaGuardia Airport Marriott,East Elmhurst,140,10/11/2017,02/08/2018,Plant Closing,,,New York City,Queens,Hotel,Extensive renovations at the hotel
New York,"Oak-Mitsui, Inc.",Hoosick Falls,20,10/05/2017,01/02/2018,Plant Closing,,,Capital Region,Rensselaer,Electronics manufacturer,Economic
New York,"CVS Pharmacy, Inc.",East Northport,27,10/05/2017,01/12/2018,Plant Layoff,,,Long Island,Suffolk,Pharmacy and retail store,Economic
New York,Bath & Body Works,New York,56,10/04/2017,05/01/2018,Plant Closing,,,New York City,New York,Retail Store,Economic
New York,Eastman Kodak Company (Kodak Office),Rochester,2,10/03/2017,12/31/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Amherst Health Center),Amherst,90,10/02/2017,12/31/2017,Plant Closing,,,Western Region,Erie,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Hamburg Health Center),Hamburg,34,10/02/2017,12/31/2017,Plant Closing,,,Western Region,Erie,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Mosher Health Center),Buffalo,77,10/02/2017,12/31/2017,Plant Closing,,,Western Region,Erie,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Greece Health Center),Rochester,46,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Wilson Health Center),Rochester,128,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Perinton Health Center),Pittsford,23,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Folsom Health Center),Rochester,68,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Artemis Health),Rochester,17,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Genesee Valley Group Health Association dba Lifetime Health Medical Group (Westfall Pediatrics),Rochester,7,10/02/2017,12/31/2017,Plant Closing,,,Finger Lakes Region,Monroe,Versatile primary care health practice,Economic
New York,Orange Brands Management and 7th & Barrow LLC,New York,81,10/02/2017,12/30/2017,Plant Closing,,,New York City,New York,Restaurant,Due to the expiration of their lease.
New York,Concentrix Corporation,Pittsford,192,10/02/2017,12/31/2017,Plant Layoff,,,Finger Lakes Region,Monroe,global provider of high value business services,Economic
New York,Global Brands Group (Warehouse),Plattsburgh,49,09/29/2017,12/31/2017,Plant Closing,,,North Country Region,Clinton,"Branded fashion accessories, footwear, and apparel companies.",Economic
New York,"LaborTemps, Inc.",Jamaica,48,09/29/2017,12/31/2017,Plant Closing,,,New York City,Queens,Employment agency,Economic
New York,"Centerplate at Saks Fifth Avenue New York City, dba Fifth Dining LLC",New York,57,09/29/2017,01/01/2018,Plant Closing,,,New York City,New York,Food and beverage services,Economic
New York,Lindy's Restaurant (52nd 8th Operating Inc.),New York,26,09/29/2017,05/06/2018,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,Main Street Hub,New York,108,09/29/2017,12/29/2017,Plant Closing,,,New York City,New York,Technology,Economic
New York,Warner Music Inc. (Office),New York,2,09/29/2017,12/29/2017,Plant Unit Closing,,,New York City,New York,Music Industry,Economic
New York,"Heritage Health and Housing, Inc. (3rd Avenue)",Bronx,1,09/28/2017,09/30/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support
 services",Loss of NYS Office of Mental Health Funding
New York,"Heritage Health and Housing, Inc. (Crotona)",Bronx,2,09/28/2017,09/30/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Loss of NYS Office of Mental Health Funding
New York,"Heritage Health and Housing, Inc.(Amsterdam Ave)",New York,1,09/28/2017,09/30/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Loss of NYS Office of Mental Health Funding
New York,"Heritage Health and Housing, Inc. (152nd Street)",New York,1,09/28/2017,09/30/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Loss of NYS Office of Mental Health Funding
New York,"Heritage Health and Housing, Inc. (Convent Ave)",New York,1,09/28/2017,09/30/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Loss of NYS Office of Mental Health Funding
New York,PHH Mortgage Corporation,Williamsville,2,09/27/2017,12/29/2017,Plant Closing,,,Western Region,Erie,Real Estate Credit,Reduction in loan originations
New York,"Shiel Holdings, LLC (Shiel Medical Laboratory, a division of Fresenius Medical Care, NA)",Brooklyn,239,09/27/2017,12/31/2017,Plant Closing,,,New York City,Kings,Medical Laboratory,Economic
New York,"Noho Star, Inc.",New York,54,09/26/2017,12/31/2017,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,Temple Bar,New York,13,09/26/2017,12/31/2017,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,Sterling National Bank & Astoria Bank (45th St),New York,1,09/26/2017,12/29/2017,Plant Layoff,,,New York City,New York,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Seventh Avenue),New York,2,09/26/2017,12/29/2017,Plant Layoff,,,New York City,New York,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Scarsdale Road),Yonkers,3,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Westchester,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Rella Blvd),Montebello,12,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Rockland,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Route 17M),Monroe,2,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Rockland,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Route 59),Nanuet,1,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Rockland,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Liberty Dr),Stony Point,1,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Orange,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Industrial Drive),Middletown,1,09/26/2017,12/29/2017,Plant Layoff,,,Mid-Hudson Region,Orange,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Park Drive),Woodbury,1,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Nassau,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Horseblock Road),Farmingville,2,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Suffolk,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Jericho Turnpike),Floral Park,2,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Nassau,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Wheeler Rd),Hauppauge,1,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Suffolk,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Bank Plaza),Lake Success,91,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Nassau,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Jericho Plaza),Jericho,95,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Nassau,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Route 112),Medford,3,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Suffolk,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (3rd Avenue),New York,6,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Suffolk,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Sheepshead Bay),Brooklyn,1,09/26/2017,12/29/2017,Plant Layoff,,,New York City,Kings,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Franklin Ave),Valley Stream,1,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Nassau,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Cross Island),Whitestone,1,09/26/2017,12/29/2017,Plant Layoff,,,New York City,Queens,Financial Institution,Economic
New York,Sterling National Bank & Astoria Bank (Broadhollow Road),Melville,3,09/26/2017,12/29/2017,Plant Layoff,,,Long Island,Suffolk,Financial Institution,Acquisition of Astoria Bank by Sterling National B
New York,Chandler Hotel LLC,New York,60,09/25/2017,12/31/2017,Plant Closing,,,New York City,New York,Hotel and Restaurant,Economic
New York,"ABM Aviation, Inc.",Jamaica,560,09/25/2017,11/14/2017,Plant Closing,,,New York City,Queens,"Security services at JFK
 International Airport",Economic
New York,MD Electronics Corporation,Jamestown,87,09/25/2017,12/23/2017,Plant Closing,,,Western Region,Chautauqua,"Supplies high- quality products to many well-known automobile manufacturers and
 Tier-1’s.",Economic
New York,Restaurant Associates (@Barclays Capital),New York,41,09/21/2017,10/20/2017,Plant Closing,,,New York City,New York,Food services,Barclays severed contract
New York,"D.F. Stauffer Biscuit, Co.",Cuba,51,09/20/2017,12/29/2017,Plant Closing,,,Western Region,Allegany,Cookie & Cracker Manufacturer,Economic
New York,Xerox Corporation - Webster Parts Distribution Center,Webster,115,09/20/2017,12/18/2017,Plant Unit Closing,,,Finger Lakes Region,Monroe,Photographic & Photocopying Equipment Manufacturer,Economic
New York,FedEx Corporate Services. Inc.,Melville,61,09/15/2017,12/31/2017,Plant Closing,,,Long Island,Suffolk,Multinational courier delivery services company,Economic
New York,Greenwich Associates,Buffalo,149,09/13/2017,10/28/2017,Plant Closing,,,Western Region,Erie,Provider of market intelligence and advisory services,Economic
New York,"Sykes Enterprises, Incorporated",Amherst,36,09/13/2017,03/31/2018,Plant Layoff,,,Western Region,Erie,Customer contact management solutions and services,Economic
New York,Binder & Binder (Queens),Long Island City,90,09/12/2017,12/11/2017,Plant Closing,,,New York City,Queens,Social Security Disability advocates,Economic
New York,Eastman Kodak Company (Kodak Office),Rochester,1,09/12/2017,12/10/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Binder & Binder ( Hauppauge),Hauppauge,100,09/12/2017,12/11/2017,Plant Layoff,,,Long Island,Suffolk,Social Security Disability advocates,Economic
New York,"Contemporary Guidance Services, Inc.",New York,53,09/11/2017,09/30/2017,Plant Closing,,,New York City,New York,Self-directed rehabilitation and vocational services,Non-renewal of the lease
New York,DynaServ Industries Inc.,Maspeth,77,09/11/2017,12/11/2017,Plant Layoff,,,New York City,Queens,Facilities Support Services,Loss of client contract
New York,Eastman Kodak Company (Kodak Research Labs),Rochester,1,09/07/2017,12/05/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Knickerbocker Partition Corp.,Freeport,58,09/06/2017,12/08/2017,Plant Closing,,,Long Island,Nassau,Manufactures and distributes toilet compartments & toilet partitions.,Sale of Business
New York,Opinion Access Corp.,Long Island City,460,09/05/2017,12/10/2017,Plant Closing,,,New York City,Queens,"Provides data collection, tabulating, coding, data entry and printing services",Economic
New York,"Sodexo, Inc. (@EF Education First)",Tarrytown,57,09/05/2017,10/31/2017,Plant Closing,,,Mid-Hudson Region,Westchester,Food Services Operations,Contract loss
New York,Technical Career Institute (TCI College of Technology),New York,211,09/01/2017,09/01/2017,Plant Closing,,,New York City,New York,Educational services,Economic
New York,"2171 West Side Supermarket, Ltd. (Westside Market)",New York,69,09/01/2017,11/30/2017,Possible Plant Closing,,,New York City,New York,Supermarket food services,Lease expiration
New York,"McCarthy Tire Service Company of New York, Inc.",Dansville,33,08/31/2017,12/02/2017,Plant Closing,,,Finger Lakes Region,Livingston,Tire Service,Economic
New York,"Cascades Containerboard Packaging - New York City, a division of Cascades Holding US Inc.",Maspeth,148,08/29/2017,11/27/2017,Plant Closing,,,New York City,Queens,Containerboard Packaging,Economic
New York,TGI Friday's Restaurant (Union Square Operating Inc.),New York,33,08/25/2017,12/03/2017,Plant Closing,,,New York City,New York,Restaurant,Economic
New York,"GT Forge, Inc. d/b/a Gett",New York,1,08/21/2017,09/13/2017,Plant Closing,,,New York City,New York,A global ridesharing app,Economic
New York,B&H Foto and Electronics Corp. (Navy Yard Facility),Brooklyn,150,08/21/2017,06/11/2018,Plant Closing,,,New York City,Kings,Photo and electronics,Economic
New York,"TLC Health Network, Inc. (TLC Medical Surgical Unit)",Irving,38,08/21/2017,11/17/2017,Plant Unit Closing,,,Western Region,Chautauqua,TLC Medical Surgical Unit and Medical Surgical Unit,Economic
New York,Eastman Kodak Company (Kodak Office),Rochester,1,08/18/2017,11/16/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,New York Air Brake LLC,Watertown,39,08/17/2017,11/14/2017,Plant Unit Closing,,,North Country Region,Jefferson,Peripheral product assembly production lines,Plant Moving to NC
New York,RDSL Urban NY LLC dba Open Loop,New York,127,08/16/2017,11/14/2017,Plant Closing,,,New York City,New York,A hop-on hop-off transport service to explore the city on your own pace.,Economic
New York,"Lutech Resources, LLC at (Nine Mile Point Nuclear Station)",Oswego,91,08/16/2017,08/18/2017,Plant Layoff,,,Central Region,Oswego,Providing recruitment and integrated resource management.,Economic
New York,"Lutech Resources, LLC at (R.E. Ginna Nuclear Power Plant)",Ontario,11,08/16/2017,08/18/2017,Plant Layoff,,,Finger Lakes Region,Wayne,Providing recruitment and integrated resource management.,Economic
New York,"Lutech Resources, LLC at (Fitzpatrick Nuclear Station)",Oswego,93,08/16/2017,08/18/2017,Plant Layoff,,,Central Region,Oswego,Providing tailor made recruitment and integrated resource management.,Economic
New York,Eastman Kodak Company (Eastman Business Park),Rochester,32,08/10/2017,11/07/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Eastman Kodak Company (Kodak Research Labs),Rochester,4,08/10/2017,11/07/2017,Plant Layoff,,,Finger Lakes Region,Monroe,Photographic equipment and Supplies,Economic
New York,Jay Strongwater,Union Springs,29,08/09/2017,12/31/2017,Plant Closing,,,Central Region,Cayuga,Manufacturing facility of hand decorated cast pewter giftware,Sale of business
New York,"TPS Parking Management, LLC, dba The Parking Spot (JFK Airport Lot)",Jamaica,71,08/07/2017,11/05/2017,Plant Closing,,,New York City,Queens,Parking Facility,Sale of Property
New York,"Aptim Services, LLC (@FitzPatrick Nuclear Station)",Oswego,105,08/07/2017,09/06/2017,Plant Layoff,,,Central Region,Oswego,"Integrated maintenance services, environmental engineering and remediation",Contract Cancellation by Exelon for maintenance
New York,"Aptim Services, LLC (@Nine Mile Point Nuclear Station)",Oswego,62,08/07/2017,09/06/2017,Plant Layoff,,,Central Region,Oswego,"Integrated maintenance services, environmental engineering and
 remediation","Contract Cancellation
 by Exelon for maintenance"
New York,"Arroway Chevrolet, Inc.",Mount Kisco,80,08/04/2017,11/07/2017,Plant Closing,,,Mid-Hudson Region,Westchester,Car dealership,Economic
New York,"River Club of New York, Inc.",New York,60,08/04/2017,11/10/2017,Plant Closing,,,New York City,New York,"Non-profit
 organization Trades Council",Closing due to planned renovations
New York,"Hudson Valley Snacks and Soda, LLC",Montgomery,38,08/02/2017,10/31/2017,Plant Closing,,,Mid-Hudson Region,Orange,Snapple products distributer/sales.,Economic
New York,"MSO of Kings County, LLC",Brooklyn,25,07/31/2017,10/31/2017,Plant Closing,,,New York City,Kings,Physicians' practices and Wound Care Center,Economic
New York,"Heritage Health and Housing, Inc. (127th St)",New York,19,07/31/2017,10/26/2017,Plant Layoff,,,New York City,New York,"Provides health care, housing and a wide range of social and support
 services",Economic
New York,"Heritage Health and Housing, Inc. (1727 Amsterdam)",New York,5,07/31/2017,10/26/2017,Plant Layoff,,,New York City,New York,"Provides health care, housing and a wide range of social and support
 services",Economic
New York,"Heritage Health and Housing, Inc. (Crotona)",Bronx,7,07/31/2017,10/26/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Economic
New York,"Heritage Health and Housing, Inc. (3rd Ave)",Bronx,15,07/31/2017,10/26/2017,Plant Layoff,,,New York City,Bronx,"Provides health care, housing and a wide range of social and support services",Economic
New York,"Heritage Health and Housing, Inc. (Convent)",New York,11,07/31/2017,10/26/2017,Plant Layoff,,,New York City,New York,"Provides health care, housing and a wide range of social and support services",Economic
New York,"Heritage Health and Housing, Inc. (1649 Amsterdam)",New York,29,07/31/2017,10/26/2017,Plant Layoff,,,New York City,New York,"Provides health care, housing and a wide range of social and support services",Economic
New York,"Heritage Health and Housing, Inc. (152nd St.)",New York,15,07/31/2017,10/26/2017,Plant Layoff,,,New York City,New York,"Provides health care, housing and a wide range of social and support services",Economic
New York,LMEG Wireless LLC,Brooklyn,151,07/20/2017,10/15/2017,Plant Closing,,,New York City,Kings,Wireless phone company,Economic
New York,Command Security Corporation (FedEx Express contract at JFK Int'l Airport),Jamaica,46,07/18/2017,08/31/2017,Plant Closing,,,New York City,Queens,Security guard services,Loss of contract
New York,WestRock,Wheatley Heights,94,07/17/2017,10/13/2017,Plant Closing,,,Long Island,Suffolk,Manufacturer of corrugated boxes.,Economic
New York,DAL Global Services (for Virgin America at JFK Int'l Airport),Jamaica,49,07/14/2017,10/31/2017,Plant Closing,,,New York City,Queens,Baggage Handling,Loss of contract for Virgin Atlantic
New York,"ADP, LLC",Williamsville,25,07/14/2017,09/29/2017,Plant Closing,,,Western Region,Erie,"Cloud-based Human Capital Management
 solutions",Economic
New York,Gannett National Shared Services,Binghamton,31,07/13/2017,10/12/2017,Plant Closing,,,Southern Region,Broome,Operation of national commercial banks.,Economic
New York,"Zeluck, Inc.",Brooklyn,49,07/13/2017,07/14/2017,Plant Closing,,,New York City,Kings,Window supplier,Economic
New York,Delft Blue LLC,New York Mills,83,07/12/2017,10/10/2017,Plant Closing,,,Mohawk Valley Region,Oneida,Meat Processing,Economic
New York,Kmart Store #09542,Herkimer,46,07/07/2017,10/05/2017,Plant Closing,,,Mohawk Valley Region,Herkimer,Department Store,Economic
New York,SoundCloud Inc.,New York,53,07/06/2017,10/05/2017,Plant Layoff,,,New York City,New York,Online audio distribution platform,Economic
New York,"Inter-Lakes Health - Heritage Commons
 Residential Heath Care, Moses Ludington Adult Home and Moses Ludington Hospital",Ticonderoga,232,07/05/2017,10/01/2017,Plant Closing,,,North Country Region,Essex,"Provides general
 medical and surgical care",Sale of Business
New York,CEVA Logistics (@Momentive site),Waterford,42,07/03/2017,09/30/2017,Plant Closing,,,Capital Region,Saratoga,Provide logistic services,Loss of contract
New York,"Michaud Residential Health Care Facility, Inc.",Fulton,113,07/03/2017,10/02/2017,Plant Closing,,,Central Region,Oswego,Nursing Home,Economic
New York,"Conduent Incorporated - Conduent Business Services, LLC.(Webster)",Webster,129,06/30/2017,09/28/2017,Plant Closing,,,Finger Lakes Region,Monroe,Business process services company,Economic
New York,"Conduent Incorporated - Conduent Business Services, LLC.(Rochester)",Rochester,59,06/30/2017,09/28/2017,Plant Closing,,,Finger Lakes Region,Monroe,Business process services company,Economic
